SR_NUM	INSPECT_ID	STREET	ADDRESS_2	APT_FLOOR	CITY	STATE	ZIP	CENSUS_TRACT	REQUEST_TYPE	PROPERTY_TYPE	NUM_UNITS	EMERGENCY_TYPE	INSPECTOR_ID
HCE-20180925-7041	181184	3228  FARONIA STREET 			PITTSBURGH	PA	15204	32022	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	179
HCE-20180920-6971	181170	209  GLEN CALADH STREET 			PITTSBURGH	PA	15207	31515	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	171
HCE-20180326-4375	180802	36  MCGOVERN BOULEVARD 			CRESCENT	PA	15046	54490	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20181105-7589	181135	201 W ELIZABETH STREET 		APT #2	PITTSBURGH	PA	15207	31515	Complaint Housing	MULTI FAMILY	2	SEWAGE	171
HCE-20190107-1062	180805	803  RUSSELLWOOD AVENUE 			STOWE TOWNSHIP	PA	15136	54626	Complaint Housing	MULTI FAMILY	0	OTHER	41
HCE-20181004-7198	181213	111  RUSTIC AVENUE 			MOUNT OLIVER	PA	15210	54810	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	167
HCE-20160505-2555	180879	2070  MONROEVILLE ROAD 			MONROEVILLE	PA	15146	55712	West Nile	PROPERTY TYPE N/A	0	NON EMERGENCY	86
HCE-20190103-1028	181007	1028  GRAND AVENUE 			PITTSBURGH	PA	15212	32715	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20190122-1810	181336	1514  WOODLAND AVENUE 			PITTSBURGH	PA	15212	32715	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	41
HCE-20180601-5377	181288	410  ELM STREET 			WEST MIFFLIN	PA	15122	54882	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	151
HCE-20181012-7351	180839	6649  HEDGE STREET 			PITTSBURGH	PA	15206	31203	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	175
HCE-20170316-2150	180844	500  CATO STREET 		APT. A	PITTSBURGH	PA	15213	30409	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	62
HCE-20160506-2563	180962	1726  GRAHAM BOULEVARD 			WILKINSBURG	PA	15235	55614	West Nile	SINGLE FAMILY	0	NON EMERGENCY	86
HCE-20190123-1836	181096	1307  SCOTT STREET 		FRONT	MCKEESPORT	PA	15132	55523	Complaint Housing	SINGLE FAMILY	0	SEWAGE	171
HCE-20180209-4054	180888	2228  MANOR AVENUE 			SWISSVALE	PA	15218	55151	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	165
HCE-20180416-4523	181223	71  DUNN STREET 			STOWE TOWNSHIP	PA	15136	54621	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	41
HCE-20190215-2084	181254	20  MARION AVENUE 			FOREST HILLS	PA	15221	55182	Community Environment	MULTI FAMILY	0	NON EMERGENCY	130
HCE-20170921-4529	180880	7912  BATAVIA STREET 			PITTSBURGH	PA	15221	31306	West Nile	PROPERTY TYPE N/A	0	NON EMERGENCY	86
HCE-20180503-5043	180822	2826  CLERMONT AVENUE 		APT 8	BRENTWOOD	PA	15227	54782	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	151
HCE-20170830-4257	180889	302 W 13TH AVENUE 			HOMESTEAD	PA	15120	54838	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	165
HCE-20180912-6837	181139	520  COURSIN STREET 		#404	MCKEESPORT	PA	15132	55509	Complaint Housing	MULTI FAMILY	40	NON EMERGENCY	171
HCE-20180912-6837	181040	520  COURSIN STREET 		#404	MCKEESPORT	PA	15132	55509	Complaint Housing	MULTI FAMILY	40	NON EMERGENCY	171
HCE-20190116-1785	181342	204  DINWIDDIE STREET 		APT#1	PITTSBURGH	PA	15219	30305	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	165
HCE-20180119-3668	181224	1788  PERRYSVILLE AVENUE 			PITTSBURGH	PA	15212	32503	Complaint Housing	SINGLE FAMILY	0	NO HEAT	41
HCE-20171214-5200	180946	2915  BELROSE AVENUE 		APT 303	DORMONT	PA	15216	54722	Complaint Housing	MULTI FAMILY	0	NO HEAT	167
HCE-20180509-5112	180863	608 A  BROADWAY AVENUE 			STOWE TOWNSHIP	PA	15136	54626	Complaint Housing	MULTI FAMILY	0	NON EMERGENCY	41
HCE-20171122-5048	181247	3190  SASSAFRAS WAY 			PITTSBURGH	PA	15201		Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	165
HCE-20171208-5160	181334	200  STEUBEN STREET 		Apt. 1	PITTSBURGH	PA	15220	32020	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	179
HCE-20171208-5160	181128	200  STEUBEN STREET 		Apt. 1	PITTSBURGH	PA	15220	32020	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	179
HCE-20190114-1747	181243	2834  WEBSTER AVENUE 			PITTSBURGH	PA	15219	30501	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	159
HCE-20171102-4896	180806	807  EIGHTH STREET 		APT 2 REAR	STOWE TOWNSHIP	PA	15136	54626	Complaint Housing	MULTI FAMILY	2	NO HEAT	41
HCE-20181210-7920	181261	1488  BLOSSOM HILL ROAD 			CASTLE SHANNON	PA	15234	54762	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	167
HCE-20180517-5204	181142	524  CENTER STREET 			BRADDOCK	PA	15104	55138	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	165
HCE-20180604-5407	180948	2416  SARAH STREET 		APT #106	PITTSBURGH	PA	15203	31609	Complaint Housing	MULTI FAMILY	0	NON EMERGENCY	151
HCE-20180611-5524	181051	1616  MONTIER STREET 			WILKINSBURG	PA	15221	55614	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20181114-7677	181029	325  CHARLES STREET 			PITTSBURGH	PA	15210	33001	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	167
HCE-20180619-5619	181021	337  SUNCREST STREET 			PITTSBURGH	PA	15210	33001	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	167
HCE-20180823-6555	181103	612  HILLSBORO STREET 		APT 203	PITTSBURGH	PA	15204	32018	Complaint Housing	MULTI FAMILY	0	NO HEAT	179
HCE-20181004-7204	181182	101  GOVERNORS LANE 		#112	CARNEGIE	PA	15106	54689	Complaint Housing	MULTI FAMILY	0		167
HCE-20180726-6127	181084	1202  HARVARD AVENUE 			HARRISON TOWNSHIP	PA	15065	54013	West Nile	SINGLE FAMILY	0	NON EMERGENCY	159
HCE-20180910-6789	181166	507  RUSSELLWOOD AVENUE 			STOWE TOWNSHIP	PA	15136	54626	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20180712-5920	181124	1342  LINCOLN AVENUE 			PITTSBURGH	PA	15206	31203	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	175
HCE-20180906-6733	181138	684  DOYLE AVENUE 			WEST HOMESTEAD	PA	15120	54825	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	165
HCE-20180906-6738	181123	2698  ROBINSON BOULEVARD 		APT 8	PENN HILLS	PA	15221	55650	Complaint Housing	MULTI FAMILY	40	NON EMERGENCY	175
HCE-20190110-1586	181236	2  COMRIE AVENUE 			RANKIN	PA	15104	55140	Complaint Housing	SINGLE FAMILY	0	NO HEAT	165
HCE-20190114-1749	181221	1205  YESTER SQUARE 			MCKEESPORT	PA	15132		Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	171
HCE-20190124-1851	181341	317  MARGUERITE AVENUE 		(REAR)	WILMERDING	PA	15148	55080	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	165
HCE-20180925-7049	180943	337  OVERBROOK BLVD  			PITTSBURGH	PA	15210	32904	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	167
HCE-20180801-6220	181044	302  HEMLOCK DRIVE 			MOON TOWNSHIP	PA	15108	54515	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	179
HCE-20181221-8019	181337	2561  WOODSTOCK AVENUE 			SWISSVALE	PA	15218	55151	Complaint Housing	MULTI FAMILY	0	NON EMERGENCY	165
HCE-20190128-1873	181238	887  1ST AVENUE 		APT 301	BRACKENRIDGE	PA	15014	54020	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	159
HCE-20180813-6371	181048	1900  GRANDVIEW AVENUE 		APT 1	MCKEESPORT	PA	15132	55520	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	171
HCE-20180814-6389	180818	2004  LAKETON ROAD 			WILKINSBURG	PA	15221	55614	Complaint Housing	SINGLE FAMILY	0	SEWAGE	130
HCE-20181128-7788	181104	317  KRAMER WAY 			PITTSBURGH	PA	15211	31915	Complaint Housing	PROPERTY TYPE N/A	0	NO HEAT	179
HCE-20181207-7901	181217	125  2ND STREET 			BLAWNOX	PA	15238	54200	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	159
HCE-20181213-7945	181335	26 B  HAWKINS VILLAGE 			RANKIN	PA	15104	55140	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	165
HCE-20181213-7946	180831	1903  BEECH STREET 		APT 13	WILKINSBURG	PA	15221	55614	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	130
HCE-20180627-5711	180810	43 S FREMONT AVENUE 		2ND FLR	BELLEVUE	PA	15202	54315	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	41
HCE-20181226-8032	181215	302  ZARA STREET 		APT 207	PITTSBURGH	PA	15210	33001	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	167
HCE-20181001-7127	181127	3638  LIBERTY AVENUE 			PITTSBURGH	PA	15201	30603	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	165
HCE-20180917-6909	180956	50  AMHERST AVENUE 			WEST VIEW	PA	15229	54302	Complaint Housing	SINGLE FAMILY	0	SEWAGE	155
HCE-20180924-6996	181013	333  BROADWAY AVENUE 		REAR	MCKEES ROCKS	PA	15136	55739	Community Environment	MULTI FAMILY	3	NON EMERGENCY	41
HCE-20181003-7166	181284	2002  FEDERAL STREET 			MC KEESPORT	PA	15132	55524	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	171
HCE-20180808-6318	180909	1026  CHARTIERS AVENUE 			MCKEES ROCKS	PA	15136	55739	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20180907-6752	181283	3028  HUXLEY STREET 			PITTSBURGH	PA	15204	32022	West Nile	MULTI FAMILY	2	NON EMERGENCY	179
HCE-20180821-6494	180923	4901  FRIENDSHIP AVENUE 		APT 3	PITTSBURGH	PA	15224	30809	Complaint Housing	MULTI FAMILY	19	NON EMERGENCY	175
HCE-20180828-6611	181316	1401 1/2 N MURTLAND STREET 			PITTSBURGH	PA	15208	31207	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	175
HCE-20181022-7451	181140	908  HUEY STREET 		APT 1	MCKEESPORT	PA	15132	55509	Complaint Housing	MULTI FAMILY	3	NO HEAT	171
HCE-20190208-2001	181102	3734  ORPWOOD STREET 			PITTSBURGH	PA	15213	30409	Complaint Housing	SINGLE FAMILY	0	NO WATER	175
HCE-20180912-6838	181329	400  LINE STREET 	A/ K/ A 500 LARIMER AVENUE		TURTLE CREEK	PA	15145	55094	Complaint Housing	MULTI FAMILY	19	NON EMERGENCY	165
HCE-20180823-6551	180898	321  BUTLER STREET 		#3	ETNA	PA	15223	54250	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	155
HCE-20181205-7858	181136	409  PEARL STREET 			PITTSBURGH	PA	15224	30802	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	171
HCE-20190115-1755	181234	2256  EAST HILLS DRIVE 			PITTSBURGH	PA	15221	31306	Community Environment	MULTI FAMILY	2	NON EMERGENCY	175
HCE-20190222-2130	181277	3952  MONROEVILLE BLVD  		#3C	MONROEVILLE	PA	15146	55717	Complaint Housing	MULTI FAMILY	2	NO HEAT	130
HCE-20190225-2133	181303	6958  BENNETT STREET 			PITTSBURGH	PA	15208	31207	Complaint Housing	SINGLE FAMILY	0	NO HEAT	175
HCE-20190103-1033	180944	222  SUNNYLAND AVENUE 			PITTSBURGH	PA	15227	32904	Community Environment	MULTI FAMILY	2	NON EMERGENCY	167
HCE-20181126-7761	181275	3101  NIAGARA STREET 			PITTSBURGH	PA	15213	30409	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	175
HCE-20180808-6304	180963	3829  INLAND AVENUE 			WEST MIFFLIN	PA	15122	54882	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	151
HCE-20180927-7084	181177	102  BRANCH STREET 		UNIT #4	CARNEGIE	PA	15106	54688	Complaint Housing	MULTI FAMILY	4	NO HEAT	167
HCE-20181210-7907	180803	743  6TH AVENUE 			CORAOPOLIS	PA	15108	54508	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20181210-7907	181269	743  6TH AVENUE 			CORAOPOLIS	PA	15108	54508	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20181210-7914	180811	4400  CENTRE AVENUE 		#7-D	PITTSBURGH	PA	15213	30403	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	175
HCE-20190102-1021	180926	10013  FRANKSTOWN ROAD 			PENN HILLS	PA	15235	55651	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	175
HCE-20190124-1845	180939	37  WASHINGTON AVENUE 		APT 201	BELLEVUE	PA	15202	54311	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	41
HCE-20180718-5988	180928	11347  ALTHEA DRIVE 			PENN HILLS	PA	15235	55652	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	175
HCE-20180730-6178	181298	231  ROTHMAN STREET 		1ST FLOOR	PITTSBURGH	PA	15210	31603	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	151
HCE-20180913-6877	181216	302  ZARA STREET 		APT 101	PITTSBURGH	PA	15210	33001	Complaint Housing	MULTI FAMILY	39	NON EMERGENCY	167
HCE-20181102-7578	181296	1047  GRANT AVENUE 			DUQUESNE	PA	15110	54867	Complaint Housing	SINGLE FAMILY	0	RATS	151
HCE-20181102-7578	181027	1047  GRANT AVENUE 			DUQUESNE	PA	15110	54867	Complaint Housing	SINGLE FAMILY	0	RATS	151
HCE-20181211-7923	181054	206  SOUTH AVENUE 			WILKINSBURG	PA	15221	55604	Complaint Housing	MULTI FAMILY	0	NON EMERGENCY	130
HCE-20190104-1038	181306	1001  LINCOLN AVENUE 			DUQUESNE	PA	15110	54868	Complaint Housing	SINGLE FAMILY	0	NO WATER	151
HCE-20180905-6718	181122	2700  ROBINSON BOULEVARD 			PENN HILLS	PA	15235	55650	Complaint Housing	MULTI FAMILY	40	NO WATER	175
HCE-20181105-7587	181276	7044  CHAUCER STREET 			PITTSBURGH	PA	15208	31301	Complaint Housing	SINGLE FAMILY	0	RATS	175
HCE-20181105-7595	181035	501  PIRL STREET 		4 C	MC KEESPORT	PA	15132	55512	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	171
HCE-20181105-7604	180972	813  WOOD STREET 		#5	WILKINSBURG	PA	15221	55606	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	130
HCE-20181105-7605	181274	2405  LAKETON ROAD 		B16E	WILKINSBURG	PA	15221	55614	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	130
HCE-20181106-7617	181165	23 B  LOCUST STREET 			MCKEES ROCKS	PA	15136	55738	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	41
HCE-20181128-7782	181176	1024  VERMONT AVENUE 		APT 4	CASTLE SHANNON	PA	15234	54761	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	167
HCE-20190110-1587	181130	5502  MARGARETTA STREET 		APT 2	PITTSBURGH	PA	15206	31114	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	159
HCE-20180918-6930	180835	1334  COMPLETE STREET 			PITTSBURGH	PA	15212	32715	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20181016-7380	180878	105  PETER STREET 			EAST PITTSBURGH	PA	15112	55202	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	175
HCE-20181231-8057	180901	326  GARDNER STREET 		UNIT B	MCKEES ROCKS	PA	15136	55738	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	41
HCE-20180924-7034	181237	951  FREELAND STREET 			PITTSBURGH	PA	15210	31803	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	179
HCE-20181004-7183	181125	925  HIGHVIEW STREET 		APT 2	PITTSBURGH	PA	15206	31014	Complaint Housing	MULTI FAMILY	2	NO HEAT	159
HCE-20190129-1881	181179	2800  CENTRE AVENUE 			PITTSBURGH	PA	15219	30510	Complaint Housing	MULTI FAMILY	2	SEWAGE	159
HCE-20180907-6760	180922	2337  REED STREET 		#2	PITTSBURGH	PA	15219	30501	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	159
HCE-20181228-8052	180887	2023  MONROE STREET 			SWISSVALE	PA	15218	55153	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	165
HCE-20190115-1756	181235	2260  EAST HILLS DRIVE 			PITTSBURGH	PA	15221	31306	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	175
HCE-20181102-7577	180870	116  SELVIN DRIVE 			PENN HILLS	PA	15147	55650	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	175
HCE-20181102-7577	181168	116  SELVIN DRIVE 			PENN HILLS	PA	15147	55650	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	175
HCE-20180803-6254	180931	230  MOREWOOD AVENUE 			PITTSBURGH	PA	15213	30804	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	171
HCE-20190109-1099	181162	2332  ATMORE STREET 			PITTSBURGH	PA	15212	32704	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	41
HCE-20180904-6679	180871	819  THOMPSON RUN ROAD 			MONROEVILLE	PA	15146	55711	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	130
HCE-20190206-1965	181308	1402  4TH AVENUE 		APT 6	CORAOPOLIS	PA	15108	54507	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	41
HCE-20181031-7557	180866	2825 1/2  STAYTON STREET 			PITTSBURGH	PA	15212	32715	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20190104-1042	181169	3934  MT ROYAL BOULEVARD 			HAMPTON TOWNSHIP	PA	15101	54145	Complaint Housing	PROPERTY TYPE N/A	0	NO HEAT	155
HCE-20190104-1045	181330	120  STAMM AVENUE 			MOUNT OLIVER	PA	15210	54810	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	167
HCE-20180920-6961	181137	520  COURSIN STREET 		APT. 411	MCKEESPORT	PA	15132	55509	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	171
HCE-20180921-6976	181339	1440  GRANDVIEW AVENUE 			NORTH BRADDOCK	PA	15104	55120	Complaint Housing	SINGLE FAMILY	0	SEWAGE	165
HCE-20180921-6987	181126	540  CENTER STREET 			EAST PITTSBURGH	PA	15112	55100	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	165
HCE-20181129-7800	180804	105  DAWSON AVENUE 			GLENFIELD	PA	15143	54420	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20190107-1048	181230	624  WEST AVENUE 		# 23	PITTSBURGH	PA	15202	54315	Complaint Housing	MULTI FAMILY	0	SEWAGE	41
HCE-20190107-1057	181201	241  WATSON BOULEVARD 			PITTSBURGH	PA	15214	32607	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	155
HCE-20190107-1064	181203	703  TAYLOR AVENUE 			AVALON	PA	15202	54324	Complaint Housing	PROPERTY TYPE N/A	0	NO HEAT	41
HCE-20190111-1590	181320	2734  SHIRAS AVENUE 			PITTSBURGH	PA	15216	31920	Complaint Housing	SINGLE FAMILY	0	NO HEAT	179
HCE-20190111-1593	181141	325  BRADDOCK AVENUE 		APT #210	BRADDOCK	PA	15104	55138	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	165
HCE-20181228-8047	180907	3154  SORENTO STREET 			PITTSBURGH	PA	15212	32715	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	41
HCE-20180626-5686	180830	31  MILTENBERGER STREET 			PITTSBURGH	PA	15219	30103	Complaint Housing	PROPERTY TYPE N/A	0	NON EMERGENCY	130
HCE-20180822-6534	180974	6730  WILKINS AVENUE 			PITTSBURGH	PA	15217	31403	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	130
HCE-20180912-6855	180807	371  OLIVIA STREET 		APT B	MCKEES ROCKS	PA	15136	55738	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	41
HCE-20180912-6843	180914	892  MUNN STREET 			MUNHALL	PA	15120	54843	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	151
HCE-20181102-7579	181241	2241  WENZELL AVENUE 			PITTSBURGH	PA	15216	31920	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	179
HCE-20181009-7267	181093	1416  PATTERSON AVENUE 			MCKEESPORT	PA	15132	55520	Complaint Housing	SINGLE FAMILY	0	NO HEAT	171
HCE-20181221-8014	180959	906  JEFFERSON DRIVE 			ROSS TOWNSHIP	PA	15229	55624	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	155
HCE-20181221-8022	180908	31  ORCHARD STREET 			STOWE TOWNSHIP	PA	15136	54621	Complaint Housing	SINGLE FAMILY	0	NO WATER	41
HCE-20190125-1855	181022	1901  POLK AVENUE 			CLAIRTON	PA	15025		Complaint Housing	PROPERTY TYPE N/A	0	NO HEAT	151
HCE-20190131-1908	181030	425  HAYS AVENUE 		APT 1	MOUNT OLIVER	PA	15210	54810	Complaint Housing	MULTI FAMILY	3	NO HEAT	167
HCE-20190131-1908	180862	425  HAYS AVENUE 		APT 1	MOUNT OLIVER	PA	15210	54810	Complaint Housing	MULTI FAMILY	3	NO HEAT	167
HCE-20190131-1908	180834	425  HAYS AVENUE 		APT 1	MOUNT OLIVER	PA	15210	54810	Complaint Housing	MULTI FAMILY	3	NO HEAT	167
HCE-20181120-7735	180945	732  ROSELAWN AVENUE 		#203	MT. LEBANON	PA	15228	55633	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	167
HCE-20190115-1769	181210	2113  LAUTNER STREET 			PITTSBURGH	PA	15212	32406	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	155
HCE-20181126-7760	180970	359  HIGHLAND AVENUE 			WEST VIEW	PA	15229	54302	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	155
HCE-20190107-1054	180975	25  KOHLMEYERS LANE 			PITTSBURGH	PA	15211	31915	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	179
HCE-20190109-1108	181086	307  MORTON STREET 			PITTSBURGH	PA	15234	33207	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	167
HCE-20181203-7827	181307	9028  HARMONY DRIVE 			MCCANDLESS	PA	15237	54137	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	155
HCE-20181203-7832	180918	112  MARYLEA AVENUE 		APT B	BRENTWOOD	PA	15227	54781	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	151
HCE-20181203-7834	181208	3  WOESSNER AVENUE 			PITTSBURGH	PA	15212	32620	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	155
HCE-20190122-1807	181050	131  BAUSMAN STREET 		APT 2	PITTSBURGH	PA	15210	33001	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	167
HCE-20181113-7658	181175	2650  CENTRE AVENUE 			PITTSBURGH	PA	15219	30510	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	159
HCE-20181205-7860	181057	219  MILLBRIDGE STREET 			PITTSBURGH	PA	15210	31803	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	179
HCE-20190103-1031	181052	135  FERN HOLLOW ROAD 		APT 1003	MOON TOWNSHIP	PA	15108	54515	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	179
HCE-20181206-7890	180976	924  CREIGHTON AVENUE 			PITCAIRN	PA	15140	55220	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	130
HCE-20181206-7892	181034	165  KENDALL AVENUE 		APT 1	BELLEVUE	PA	15202	54311	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	41
HCE-20190130-1895	181132	331 E 9TH AVENUE 		APT 10	HOMESTEAD	PA	15120	54838	Complaint Housing	MULTI FAMILY	2	NO HEAT	165
HCE-20190108-1081	181164	96  HELEN STREET 		APT 3B	MCKEES ROCKS	PA	15136	55738	Complaint Housing	MULTI FAMILY	2	NO HEAT	41
HCE-20190108-1086	181134	1603  MARTHA STREET 			HOMESTEAD	PA	15120	54843	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	165
HCE-20190102-1015	181036	3345  RIDGEWAY STREET 			PITTSBURGH	PA	15213	30506	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	159
HCE-20181109-7651	181305	634  ELMORE STREET 			PITTSBURGH	PA	15219	30501	Complaint Housing	MULTI FAMILY	3	NO HEAT	175
HCE-20181109-7651	181053	634  ELMORE STREET 			PITTSBURGH	PA	15219	30501	Complaint Housing	MULTI FAMILY	3	NO HEAT	175
HCE-20181213-7942	180929	3769  DONNELLVILLE ROAD 			FAWN TOWNSHIP	PA	15065	54060	Community Environment	SINGLE FAMILY	0	NON EMERGENCY	159
HCE-20190102-1008	180937	60  WALNUT STREET 			HARRISON TOWNSHIP	PA	15065	54012	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	159
HCE-20190131-1901	180837	1123 1/2  RACE STREET 			STOWE TOWNSHIP	PA	15136	54626	Complaint Housing	SINGLE FAMILY	0	NO HEAT	41
HCE-20190131-1901	181009	1123 1/2  RACE STREET 			STOWE TOWNSHIP	PA	15136	54626	Complaint Housing	SINGLE FAMILY	0	NO HEAT	41
HCE-20190131-1907	181018	507  THROPP STREET 	AKA 510 SUISMON		PITTSBURGH	PA	15212	32304	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	155
HCE-20181023-7470	180958	5  DIVISION STREET 			CRAFTON	PA	15205	54656	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	179
HCE-20181108-7639	181299	7118  BUTLER STREET 			PITTSBURGH	PA	15206	31014	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	159
HCE-20190103-1035	181082	425  JAMES STREET 			BRIDGEVILLE	PA	15017	54571	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	167
HCE-20181106-7615	180934	915  REBECCA STREET 			PORT VUE	PA	15133	55003	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	171
HCE-20181106-7615	181338	915  REBECCA STREET 			PORT VUE	PA	15133	55003	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	171
HCE-20190116-1784	180969	7214  HERMITAGE STREET 			PITTSBURGH	PA	15208	31302	Complaint Housing	SINGLE FAMILY	0	SEWAGE	175
HCE-20181204-7838	180912	6946  MONTICELLO STREET 	AKA 1 AMITY WAY	APT 1	PITTSBURGH	PA	15208	31207	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	175
HCE-20190102-1016	181037	3347  RIDGEWAY STREET 			PITTSBURGH	PA	15213	30506	Community Environment	PROPERTY TYPE N/A	0	NON EMERGENCY	159
HCE-20181010-7272	181282	319  MOORE AVENUE 			PITTSBURGH	PA	15210	33001	Complaint Housing	SINGLE FAMILY	0	NON EMERGENCY	167
